Xkm,Zkm,v,alpha,d22,T
0.9904032625796942,0.0272525519185549,-0.9369223898823971,1.534692833588459,4.5558610755853365e-09,0.6179078414728381
0.9903985675621871,0.027122563839401443,-0.9392719799145923,1.5334649904565167,1.2374565610189759e-08,0.6174106562734489
0.9903937129432863,0.026992581622976543,-0.941638426496961,1.5322452189359663,2.36741512476164e-09,0.6169144377239841
0.9903886997794281,0.02686260542477268,-0.9440219320288232,1.531032437208045,4.034560964386793e-09,0.6164191999487308
0.9903835288939854,0.02673263540571006,-0.9464227041278063,1.5298277302004648,2.7988751986917344e-10,0.6159249711929018
0.9903782014365423,0.026602671710361736,-0.9488409513919186,1.5286303680977829,1.501549121520782e-09,0.6154317607695071
0.990372718369354,0.02647271448707035,-0.9512768874269663,1.5274418197209338,8.106223622581308e-09,0.6149395893314463
0.9903670809381523,0.026342763868446015,-0.953730727307035,1.5262612297255091,7.10316571874766e-09,0.6144484613622201
0.9903553463722344,0.02608288302604575,-0.9586930099258345,-1.6165064964093174,5.0042636003956125e-09,0.6134694492505309
0.9903492514614589,0.025952953060394888,-0.9612019038593752,-1.6176708075862964,6.9329247894315236e-09,0.6129815916470771
0.9903430062650701,0.025823030231633088,-0.9637296070506368,-1.6188278628537556,1.7234205053527287e-09,0.6124948524527646
0.9903366116096751,0.025693114673312385,-0.9662763573076631,-1.619977905104558,6.219188324377445e-09,0.6120092627237437
0.9903300687920176,0.025563206492474913,-0.9688423929797082,-1.621118745217551,5.8226250143312555e-09,0.6115248263927036
0.9903233785382212,0.025433305821131215,-0.971427961080428,-1.6222531439297652,5.6169042634627665e-09,0.6110415812289041
0.9903165422370781,0.025303412753964118,-0.9740333078752205,-1.6233776791930594,6.0702768425603836e-09,0.6105595268232561
0.9903095606725006,0.0251735274135001,-0.9766586887471437,-1.6244958742260172,2.545515280629258e-09,0.6100786983442107
0.9903024350741084,0.025043649895203243,-0.979304360217212,-1.625604974145093,2.9158745793367384e-09,0.609599105656547
0.9902951664897388,0.02491378030063754,-0.981970584863525,-1.6267066847791856,5.830625057192695e-09,0.6091207695166913
0.9902877557803116,0.024783918738590927,-0.9846576314987336,-1.627801085983694,3.220661185616781e-10,0.6086437221337231
0.990280204120423,0.024654065296802388,-0.9873657714021321,-1.6288865099870156,5.936017608091731e-09,0.6081679779415221
0.9902725125087112,0.024524220069625288,-0.9900952822081213,-1.6299635118118447,2.8258826387105263e-09,0.6076935620041747
0.990264682258256,0.02439438312923771,-0.9928464442624624,-1.6310320685688964,5.627291172330151e-09,0.6072204819259199
0.9902567140371995,0.02426455458320643,-0.9956195481379704,-1.6320940329519502,5.35253697089721e-09,0.6067487830172553
0.9902486092673405,0.024134734489935267,-0.9984148839464472,-1.6331465447429765,7.573387274861288e-09,0.6062784675017145
0.990240368819567,0.024004922938323354,-1.001232751576882,-1.6341917016550442,2.3102374764879475e-09,0.6058095701668049
0.990231993818104,0.023875119998210678,-1.0040734545770449,-1.6352284710819822,2.6438711741253693e-09,0.6053421114778857
0.9902234851842308,0.023745325749258698,-1.0069373038839382,-1.6362570882688992,1.8885577420641587e-09,0.6048761246409736
0.9902148441962153,0.023615540244530636,-1.0098246135298599,-1.6372765638906015,8.563900371575574e-09,0.6044116223094889
0.9902060720841371,0.023485763536446755,-1.0127357039923213,-1.638287908238274,4.524851960391897e-09,0.603948620710715
0.9901971695218396,0.023355995711867878,-1.0156709063192355,-1.6392931323443403,5.981838482595811e-09,0.6034871691235976
0.9901881378546274,0.02322623680890252,-1.0186305526711887,-1.6402880580450927,1.2352103986310797e-08,0.6030272782899155
0.9901789780317415,0.023096486889611235,-1.0216149848385219,-1.6412757367257016,7.4143937334445e-09,0.6025689827437318
0.9901696911004756,0.022966746006235716,-1.0246245505509293,-1.6422546966927332,1.2131081890951676e-09,0.6021123120764758
0.9901602784824247,0.022837014180792498,-1.0276596014125383,-1.643224198177892,8.622949056645996e-09,0.6016572742921644
0.9901507408003043,0.022707291489904698,-1.0307205024166695,-1.6441875365782028,2.0231798172387277e-09,0.6012039254588828
0.9901410796042548,0.022577577939331562,-1.0338076183914875,-1.645140423706858,3.9789687488162935e-10,0.6007522673017184
0.9901312956699733,0.022447873588820975,-1.0369213277528695,-1.646086682419223,2.8846887005989353e-09,0.6003023484465505
0.9901213901168706,0.02231817846967947,-1.0400620137683418,-1.6470236620569607,2.118194443616181e-09,0.5998541977347004
0.9901113643271653,0.022188492589753465,-1.043230065386982,-1.6479514816989822,2.3888898640832015e-09,0.5994078290854518
0.9901012191038188,0.022058815998363006,-1.0464258842122889,-1.6488724602333595,6.764221830100079e-10,0.5989632919136616
0.9900909556650027,0.021929148709754542,-1.0496498767233415,-1.6497841105335298,2.410939551734481e-10,0.5985206115622737
0.9900805750281855,0.021799490750914093,-1.0529024594582197,-1.6506872560017716,8.738350298422062e-10,0.5980798263921878
